num_of_agents,num_of_items,value_noise_ratio,beta,delta,algorithm,random_seed,utilitarian_value,egalitarian_value,max_envy,mean_envy,max_deficit,mean_deficit,num_with_top_1,num_with_top_2,num_with_top_3,runtime
10,8,0.8,0.5,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06418679999478627
10,8,0.8,0.5,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07394650000787806
10,8,0.8,0.5,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08160189999034628
10,8,0.8,0.5,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07766099998843856
10,8,0.8,0.5,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07241670000075828
10,8,0.8,0.5,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07395079999696463
10,8,0.8,0.5,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06992539999191649
10,8,0.8,0.5,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06976149999536574
10,8,0.8,0.5,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07074110000394285
10,8,0.8,0.5,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06879229999321979
10,8,0.8,0.5,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0676476999942679
10,8,0.8,0.5,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06519230001140386
10,8,0.8,3,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.31676539999898523
10,8,0.8,3,{0.001},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.3232690999866463
10,8,0.8,3,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.266886199999135
10,8,0.8,3,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.27951190000749193
10,8,0.8,3,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.29079329999512993
10,8,0.8,3,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06951289999415167
10,8,0.8,3,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.060974699998041615
10,8,0.8,3,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06740640000498388
10,8,0.8,3,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07977650000248104
10,8,0.8,3,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07677309999417048
10,8,0.8,3,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06622280000010505
10,8,0.8,3,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06873910001013428
10,8,0.8,3,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07205550000071526
10,8,0.8,3,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06840910000028089
10,8,0.8,3,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06620939999993425
10,8,0.8,3,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07338710001204163
10,8,0.8,3,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0681829000095604
10,8,0.8,3,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07355630000529345
10,8,0.8,3,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06543309999688063
10,8,0.8,3,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06515760000911541
10,8,0.8,3,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.062448799988487735
10,8,0.8,3,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06558610001229681
10,8,0.8,3,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06033799999568146
10,8,0.8,3,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06369549999362789
10,8,0.8,3,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.09339960000943393
10,8,0.8,5,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.38185789999261033
10,8,0.8,5,{0.001},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.29668829998990986
10,8,0.8,5,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.30202980000467505
10,8,0.8,5,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.32954230000905227
10,8,0.8,5,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.29112049999821465
10,8,0.8,5,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0643454999953974
10,8,0.8,5,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06339979999756906
10,8,0.8,5,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06492140000045765
10,8,0.8,5,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06796529999701306
10,8,0.8,5,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06854330000351183
10,8,0.8,5,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0666029999993043
10,8,0.8,5,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06967259998782538
10,8,0.8,5,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0738846000022022
10,8,0.8,5,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07466679999197368
10,8,0.8,5,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0680061999883037
10,8,0.8,5,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08073370000056457
10,8,0.8,5,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07587460000650026
10,8,0.8,5,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06604380000499077
10,8,0.8,5,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06462039999314584
10,8,0.8,5,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06744729999627452
10,8,0.8,5,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07368609998957254
10,8,0.8,5,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06739769999694545
10,8,0.8,5,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06443299999227747
10,8,0.8,5,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06926340000063647
10,8,0.8,5,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07060719998844434
10,8,1,0.001,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.2975550999981351
10,8,1,0.001,{0.001},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.37636310000380035
10,8,1,0.001,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.28251399999135174
10,8,1,0.001,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.29021980000834446
10,8,1,0.001,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.27160259999800473
10,8,1,0.001,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.061577000000397675
10,8,1,0.001,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06367050000699237
10,8,1,0.001,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06251679999695625
10,8,1,0.001,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08510100000421517
10,8,1,0.001,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0892706000013277
10,8,1,0.001,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06562159999157302
10,8,1,0.001,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06493770000815857
10,8,1,0.001,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06273119999968912
10,8,1,0.001,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06813899999542627
10,8,1,0.001,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06356559999403544
10,8,1,0.001,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06252940000558738
10,8,1,0.001,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0626479000056861
10,8,1,0.001,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06660520000150427
10,8,1,0.001,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07332440000027418
10,8,1,0.001,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07157289999304339
10,8,1,0.001,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06374110000615474
10,8,1,0.001,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07458529999712482
10,8,1,0.001,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.12396690000605304
10,8,1,0.001,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06383709999499843
10,8,1,0.001,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07677369999873918
10,8,1,0.1,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.2989513999928022
10,8,1,0.1,{0.001},tabu_search,1,99.55555555555556,95.55555555555556,0.5555555555555571,0.05555555555555571,0,0.0,10,10,10,0.258466800005408
10,8,1,0.1,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.30808829999295995
10,8,1,0.1,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.2821395999926608
10,8,1,0.1,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.315079699998023
10,8,1,0.1,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06828289999975823
10,8,1,0.1,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07494170000427403
10,8,1,0.1,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07451020000735298
10,8,1,0.1,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07626940000045579
10,8,1,0.1,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06477739999536425
10,8,1,0.1,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06494090000342112
10,8,1,0.1,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06403579999459907
10,8,1,0.1,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06527750000532251
10,8,1,0.1,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06671169999754056
10,8,1,0.1,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06885429999965709
10,8,1,0.1,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07133780000731349
10,8,1,0.1,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.11066659999778494
10,8,1,0.1,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.09863480000058189
10,8,1,0.1,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08449059999838937
10,8,1,0.1,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06998470000689849
10,8,1,0.1,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06708390000858344
10,8,1,0.1,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07023569999728352
10,8,1,0.1,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07160389999626204
10,8,1,0.1,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06963350001024082
10,8,1,0.1,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06620080000720918
10,8,1,0.3,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.28901990001031663
10,8,1,0.3,{0.001},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.30198219999147113
10,8,1,0.3,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.2956893999944441
10,8,1,0.3,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.27252169999701437
10,8,1,0.3,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.34134690000792034
10,8,1,0.3,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06434450000233483
10,8,1,0.3,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06760270000086166
10,8,1,0.3,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0964937000098871
10,8,1,0.3,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08624609999242239
10,8,1,0.3,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06316669999796432
10,8,1,0.3,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06425310000486206
10,8,1,0.3,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06733860001259018
10,8,1,0.3,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06139249999250751
10,8,1,0.3,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06673169998975936
10,8,1,0.3,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06852719999733381
10,8,1,0.3,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07378089999838267
10,8,1,0.3,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06753819998994004
10,8,1,0.3,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06533139999373816
10,8,1,0.3,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06131879999884404
10,8,1,0.3,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06624420000298414
10,8,1,0.3,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.060440000001108274
10,8,1,0.3,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06355819999589585
10,8,1,0.3,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06505289999768138
10,8,1,0.3,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07908789999783039
10,8,1,0.3,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0850161999987904
10,8,1,0.5,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.27898740000091493
10,8,1,0.5,{0.001},tabu_search,1,99.47598253275109,94.75982532751091,5.24017467248909,0.524017467248909,0,0.0,10,10,10,0.27111889999650884
10,8,1,0.5,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.29110610000498127
10,8,1,0.5,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.3211653999896953
10,8,1,0.5,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.33131769999454264
10,8,1,0.5,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06623539999418426
10,8,1,0.5,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06662559999676887
10,8,1,0.5,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06904149999900255
10,8,1,0.5,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06122550000145566
10,8,1,0.5,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08131479998701252
10,8,1,0.5,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08375780000642408
10,8,1,0.5,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07704340000054799
10,8,1,0.5,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.09204519999912009
10,8,1,0.5,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.069439600003534
10,8,1,0.5,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.067682099994272
10,8,1,0.5,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08356109999294858
10,8,1,0.5,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07642189999751281
10,8,1,0.5,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06375220000336412
10,8,1,0.5,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06670680000388529
10,8,1,0.5,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06375119999574963
10,8,1,0.5,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06632309999258723
10,8,1,0.5,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07455580000532791
10,8,1,0.5,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07357520000368822
10,8,1,0.5,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07705500000156462
10,8,1,0.5,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07536149999941699
10,8,1,3,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.2666356999980053
10,8,1,3,{0.001},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.34833619999699295
10,8,1,3,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.2949921999970684
10,8,1,3,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.339136900001904
10,8,1,3,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.309938799997326
10,8,1,3,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07474209999782033
10,8,1,3,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07589089999964926
10,8,1,3,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0952738999912981
10,8,1,3,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07557689999521244
10,8,1,3,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06324799999129027
10,8,1,3,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0983523999893805
10,8,1,3,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08743010000034701
10,8,1,3,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06501409999327734
10,8,1,3,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06431329999759328
10,8,1,3,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06238129999837838
10,8,1,3,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.09496030000445899
10,8,1,3,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08502159999625292
10,8,1,3,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07637529999192338
10,8,1,3,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07284329998947214
10,8,1,3,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06493970000883564
10,8,1,3,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07112539999070577
10,8,1,3,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06807680000201799
10,8,1,3,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06368930000462569
10,8,1,3,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06539020000491291
10,8,1,3,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06370300000708085
10,8,1,5,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.3228713999997126
10,8,1,5,{0.001},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.34234879999712575
10,8,1,5,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.2964771999977529
10,8,1,5,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.3156624999974156
10,8,1,5,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.3563226999976905
10,8,1,5,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07770160000654869
10,8,1,5,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08230930000718217
10,8,1,5,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06448839999211486
10,8,1,5,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0662632999883499
10,8,1,5,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07739729998866096
10,8,1,5,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0631610999989789
10,8,1,5,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0598115000029793
10,8,1,5,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06849389999115374
10,8,1,5,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07189039999502711
10,8,1,5,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06192100000043865
10,8,1,5,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06717059999937192
10,8,1,5,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06356270000105724
10,8,1,5,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06547400000272319
10,8,1,5,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06526920000032987
10,8,1,5,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06791330000851303
10,8,1,5,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07668189999822062
10,8,1,5,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0875819000066258
10,8,1,5,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06719519999751355
10,8,1,5,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06756330000644084
10,8,1,5,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07065010000951588
20,4,0,0.001,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.05140549999487121
20,4,0,0.001,{0.001},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.04380880000826437
20,4,0,0.001,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.03974690000177361
20,4,0,0.001,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.0391449000017019
20,4,0,0.001,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.039336500005447306
20,4,0,0.001,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.022562500002095476
20,4,0,0.001,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.023257399996509776
20,4,0,0.001,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.021421199999167584
20,4,0,0.001,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.023506800003815442
20,4,0,0.001,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.02202910000050906
20,4,0,0.001,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.02417099999729544
20,4,0,0.001,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.03259350000007544
20,4,0,0.001,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.034613900003023446
20,4,0,0.001,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.02468189998762682
20,4,0,0.001,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.02481959998840466
20,4,0,0.001,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.02431909998995252
20,4,0,0.001,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.023647499998332933
20,4,0,0.001,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.022501399987959303
20,4,0,0.001,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.050157599995145574
20,4,0,0.001,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,20,20,20,0.036460799994529225
